date,text,hash_tags
2020-09-27,"How sad it is that you are still crying about Obama.  He is an actual intelligent man.  Caring, compassionate, doesn't have to pussy grab.  You...not so much.17",
2020-09-27,GOOD vs. EVIL.4,
2020-09-27,Where's the DNA sample? And the taxes?4,
2020-09-27, you said you wanted to give us more stimulus. The democrats are screwing the American people. People are homeless and living in their cars. You need to do this executive order for stimulus!! We’re losing hope without your leadership.  Antoine Tucker for Congress NY-14,
2020-09-27,"Who is ""they said'?? One person said this was his PERCEPTION. But there were people talking illicitly to Russia, dealing with Russia and old Ukraine, letting Russia interfere in our election ON YOUR BEHALF! And you want them to do it again!3",
2020-09-27,"Tell me again how we're gonna have a , after you see these crowds in VIRGINIA.23",['#BidenHarrisLandslide2020']
2020-09-27,Don't you have a virus to spread?2112,
2020-09-27,"EXCELLENT CHOICE!Thank you for ensuring the integrity of our beloved Constitution shall endure, despite the prevalence of raging Antifa/BLM/Democrat Marxists who've laid siege to everything American in all Democrat strongholds where they've been invited in with open arms.137",
2020-09-28,So you paid seven hundred dollars - $700 - over YEARS- you need to be jailed for TAX FRAUD— LOCK HIM UP!1,
2020-09-28,$750 DOLLARS!!!!  $750 DOLLARS?!?!  Maybe the tax test would be better.   ,"['#TrumpTaxes', '#TrumpTaxReturns1215']"
2020-09-28, makes Bernard Madoff look like an under achieving small time grifter in comparison.   THIS dummy is YOUR leader? REALLY?12,
2020-09-28,"Dear Mr President do not pardon Obama for Treason against you and the people of the United States. He needs to be prosecuted for the wire tape on your office. Please arrest Susan Rice, Samantha Powers, Valerie Jarrett and Joe Biden for unmasking Gen. Flynn11",
2020-09-28," NO! You’ve been saying this for months. You have no plan. And, you will be hurting MILLIONS of Americans with preexisting conditions.     Donald J. TrumpObamacare will be replaced with a MUCH better, and FAR cheaper, alternative if it is terminated in the Supreme Court. Would be a big WIN for the USA!1","['#Trumplieseverytimehespeaks', '#LiarInChief', '#NoPlan', '#TrumpTaxReturns트윗']"
2020-09-28,please stop attacking JOE and go after the democrat establishment all working in tandem to destroy our country and keep pushing a class system  they sit at the top of12,
2020-09-28,"*Joe slowly walks on stage and starts unbuckling his pants* he gives a half smile and says, “I don’t know why y’all wanna see this”Moderator: “Joe no! DE-bate!”11",
2020-09-28,"Thanks for the chuckle, . Poor trump has no sense of humor & cannot bear to be wrong or humble. What a laughing stock.1",
2020-09-28,Another parade today supporting President Trump!  Americans need to demand our elections NOT be compromised as the socialist democrat communist are expected to do! This is the ONLY way they could beat  is if they cheated.22,"['#MAGA2020Landslide', '#Trump']"
2020-09-28,"Why haven’t you paid taxes since 2000?  Such a criminally minded president.Trump’s Taxes Show Chronic Losses and Years of Income Tax AvoidanceThe Times obtained Donald Trump’s tax information extending over more than two decades, revealing struggling properties, vast write-offs, an audit battle and hundreds of millions in debt coming due.nytimes.com3",
2020-09-28,Arrest Mini Mike. He’s a crook.1332,
2020-09-28,The Democrats and their election fraud. Bloomberg should be arrested.,['#DirtyDemocratPolitics114']
2020-09-28,Watch your taxes.12,
2020-09-28,This didn’t age well! Don-the-Con TAX FRAUD ,['#LockHimUp12']
2020-09-28,You sound strongly worried.6,
2020-09-28,"Dude, this did not age well.11",
2020-09-28,Mini Mike may need some soap on a rope12,
2020-09-29,Read this thread of people receiving numerous ballots.  https://twitter.com/andjustliketha6/status/1310578125722574851?s=19…    .11,
2020-09-29,"The only thing that has gone wrong is you, Donnie.$750 paid in income taxes? Really????2",
2020-09-29,"the ONLY way Democrats can win is if they cheat, since they no longer stand for anything American1",
2020-09-29," most of us haven't believed  in 3 to 4 decades and the rest are coming around day by day. One day soon no one even their small following won't as well. They pushed hope to their audience for 3.5 years, you would be impeached, sometime they have to wake up!!!2",['#FakeNewsMedia']
2020-09-29,"Did you agree to fact check?You know,  they say charity begins at home.... take care of your own...Drug test your family,    they are going to need to be clean before prison so that aren't withdrawing the day you all go in.1",
2020-09-29,"LOL, okay.  produced an epic feat of good ol' fashioned investigative journalism. You're just embarrassed everyone knows how much you spend on that tangle of cobwebs on your head that you call hair. Or how much you lie about spending. Unless you have $70K of receipts?1",
2020-09-29,Because he isn't an ass like you?2,
2020-09-29,"Now Fake News  is actually reporting that I wanted my daughter, Ivanka, to run with me as my Vice President in 2016 Election. Wrong and totally ridiculous. These people are sick!2.84.218.4",
2020-09-29,I bet he’s taking a dementia drug along with one of those blue pills.5,
2020-09-29,"You do a drug test.I dare you, tax cheat.22",
2020-09-29,Why should he? You’re the one on drugs8,
2020-09-29,"For the rest of us folks, that’s the same as testing “hot “4117",
2020-09-29," created 6.6 Million jobs in his first 3 years as president. He will rebuild the American economy and create more jobs post COVID while the plan from   would lose 3 million jobs.   's tax plan could destroy 3M jobs, former Trump economist projectsJoe Biden's proposal to hike taxes on corporations and wealthy Americans could dramatically shrink the nation's economy and destroy millions of jobs, according to new projections from President...foxbusiness.com86","['#SleepyJoe', '#NoContest', '#Trump2020', '#VoteRedToSaveAmericaBiden']"
2020-09-29,Tagged by twitter because YOU LIE.39,
2020-09-29, is trending.  So is  So embarrassing.34,"['#BrokeAssTrump', '#BrokeAssTrump']"
2020-09-29,Enjoy President Pepe 2,
2020-09-29,Sad when twitter has to flag the “president’s” tweets as misleading4,
2020-09-29,"""nonsense"" and ""illegally obtained information"" don't seem to jell. Which is it? Don't answer, we all know.36",
2020-09-30,so stop cheating with the Russians already boo boo1,
2020-09-30,They're lying.  You're losing highly.  Nothing you can do about it.  You have no hope.1,
2020-09-30,"You think he'll mention the tax thing, Don?1",
2020-09-30,"Chris had a tough night. Two on one was not surprising, but  fun. Many important points made, like throwing Bernie, AOC PLUS 3, and the rest, to the wolves! Radical Left is dumping Sleepy Joe. Zero Democrat enthusiasm, WEAK Leadership! The New York TimesAs the moderator of tonight's debate, Chris Wallace of Fox News repeatedly struggled to keep the proceedings coherent, reduced at times to pleading with the president to pause and allow his opponent to speak.https://nyti.ms/30j5wno32.69.6",
2020-09-30,Bullshit. It just prevents your thugs from voter suppression.1,
2020-09-30,"Its hilarious when democrats alkege Biden leading in THEIR OWN poll, of THEIR OWN voter base.Like... Republicans would take part in a democrat poll.Like... they would admit Trump leading in THEIR OWN poll.As if... pfft!1",
2020-09-30,"When Joe Biden tugs on his ears, ask him if it's time for a new battery1",
2020-09-30,So ... much ... lying.1,
2020-09-30, round up all illegals and deport them or they will be voting1,
2020-09-30,"They're quoting people who worked with you. And, none of us would be surprised if you wanted Ivanka as your Veep...or as your next wife.2",
2020-09-30,"Yet another nugget to shove in Joe's face...He's going to need his drugs 5 minutes into this Debate!   Maria BartiromoBREAKING: declassified 9-7-2016, U.S. intel officials forwarded investigative referral to FBI Comey & Strzok re candidate Hillary Clinton's approval of plan4candidate Trump & hackers hampering election as a means of distracting the public from her use of a private mail server.’”12","['#DrugTestJoe', '#JoeHasEarpiece트윗']"
2020-09-30,"Another great state, let’s see how long it takes for you to criticize your opponent rather than facing the topics you’ve so miserably failed at!1",
2020-09-30,We will have a fair election when your voted out of the White House!21,
2020-09-30,You still play that broken record?1,
2020-09-30, will not come back and he’ll go to prison for his mistakes.Hello Mr president  you’re our president.You have our votes . Perhaps  don’t have ability or power to make America great again but  can make the world  great again.1,"['#Trump', '#democrats']"
2020-09-30,Fake media will do and say anything to chastise you. I admire your tenacity Mr. President.1,
2020-09-30,None of us were...I mean literally NO-ONE on Earth considering Joe Biden says he's been in the Senate for 180 years! Rep. Matt GaetzI wasn't even born. twitter.com/Jim_Jordan/sta…112,
2020-09-30,"Anything to do with you, or anything you touch, is unconscionable.3",
2020-09-30,Keep trying. You desperate loathsome thing. Keep trying.2,
2020-09-30,"Relax, sit back and enjoy ...the officials have it covered LEGALLY. You don’t get to do their jobs for them. Try sticking to yours.4",
2020-10-01,Nevada is in trouble!!! Sisolak need to be investigated!2621,
2020-10-01,"Thank you Duluth, Minnesota!0:06Team Trump (Text VOTE to 88022)LIVE: President Donald Trump in Duluth, MN  Text VOTE to 88022pscp.tv4.31.45.5",['#Minnesota']
2020-10-01,This is your USA you idiot! Joe isn’t president until January!2,
2020-10-01,WE LOVE AND SUPPORT YOU MORE THAN EVER PRESIDENT TRUMP!!!    GIF4,"['#Trump2020', '#Trump2020NowMoreThanEver']"
2020-10-01,"Come on out Boss, we are waitin' on ya . . .14",
2020-10-01,"But Donald, this is YOUR USA, didn’t anyone tell you that you are the President, everything is happening on your watch7",
2020-10-01,It's true. Biden all but said it himself last night.17,
2020-10-01,"2 members a right wing group, who toted guns on Minneapolis streets during unrest following the death of George Floyd & spoke about shooting police, blowing up a courthouse & killing politicians, have been charged with federal terrorism counts.Alleged 'Boogaloo' members face terrorism charges in MinnesotaTwo men who prosecutors say are anti-government extremists who toted guns in Minneapolis after George Floyd's death are charged with terrorism.latimes.com2",
2020-10-01,"207,000 Americans dead in 7 months. 7 million infected - Trump is a catastrophic failure233",
2020-10-01,You’re the president dawg3,
2020-10-01,"Trump, you lost the debate to a guy you call Sleepy.85170",
2020-10-01,"Joe Biden ""Antifa is an idea not an organization""30655",
2020-10-01,Your character and behavior has made you into the loser in this job as it has in everything else in your life.4,
2020-10-01,"It was so weird to see you so scared and freaking out at the debate! But, you handled it like a ""smart"" guy 2",
2020-10-01,Looks an awful lot like the America that Donald Trump is running right now...6,
2020-10-01,"“Fun”? You’re pleased with yourself for acting like a toddler in full melt-down? You know, it’s a good thing you don’t have a shred of self-awareness because if you had *even one shred*, you’d dig a hole, hide in it and never come out. Out of sheer embarrassment!2",
2020-10-02," that was two days ago move on. Also,  was trending so...5","['#Trump', '#BidenWonTheDebate']"
2020-10-02, my guess is Kayleigh Mac has a bigger set of Ballzzz than 97% of the Repubs. Who doesn’t enjoy watching her rip into the WH Press for NOT asking appropriate questions? She’s the Best12,
2020-10-02,I can’t tell if this is the dementia or neurosyphilis talking.1,
2020-10-02,This is just like that poll that Cohen RIGGED for you to make you the 9th most admired businessman.4,
2020-10-02,"Fight???! The 5x draft dodger says what?? Coward, you’ll let other people fight while you hide in a bunker!!! LOSER!1",
2020-10-02,"God bless you, sir. I don't know how you do it, but my entire family prays for you daily. We're grateful for you.1",
2020-10-02,Grateful for your fighting spirit President Trump. We’re fighting hard for you to at the lowest levels.23,
2020-10-02,No thanks. I don't listen to stupid people (includes Hannity)1,
2020-10-02,Biden denied..didn't answer questions..denied...it was a joke. Would have been more of a joke if he wasn't saved by Wallace his security blanket !!!!!11,
2020-10-02,Inconsequential slime.115,
2020-10-02,"Is that actually something you have any control over? Seriously, you don’t get to make executive orders about everything you don’t like.",
2020-10-02,It clearly is an issue for you says every mental health expert in the country.GIF3,
2020-10-02,Client number 3?2,
2020-10-02,"69, you dawg, another reason I love ya.445",
2020-10-02,Regular Army here not one of your cosplay Army. You stand for what I took an oath to defend this country against. You are a traitor to this country.1,
2020-10-02,"Nope, you don’t care about anyone but you!2",
2020-10-02,"Your antics failed you, it was completely un-statesman-like and alienated some long term republicans. That was a sh, not a serious debate.111",['#tshow']
2020-10-02,Thanks for the warning! As if I was going to watch Hannity or Fox anyway.5,
2020-10-02,Gotta hand it to Trump ...5th place in a 2-person debate is MUCH better than most Americans thought he’d do2417,
2020-10-02,"Aren’t you sick of your repetitive schtick? America is sick of it. 208,000 Americans have died under your watch. Explain how you banged that!1",
2020-10-02,who's gonna tell him those Q's got marching orders to rig the poll?1,
2020-10-02,"Today I very proudly voted for ! Joe Biden will restore honor, intelligence and dignity to the White House. Joe will work with the scientists to conquer COVID-19 which will save lives and restore the economy!     ","['#Biden', '#Biden2020', '#BidenHarris', '#BidenHarris2020', '#dumptrump1']"
2020-10-03,"Love you like a brother.  You are so special.  Just, WOW.1",
2020-10-03,Covid aside he looks like he aged ten years in two days3,
2020-10-03,"Praying for President Trump & First Lady along with church prayer chains. Literally, the world is praying & sending well wishes hope the First family knows how much they are all loved!People are praying in Jerusalem for the President & First Lady.1",
2020-10-03,All things work together for GOOD for those who are called by God Romans 8 :28 I believe you know Jesus and this will work out for your good We love you and your family Mr. President121,
2020-10-03,"We love you, President Trump! Praying for a speedy recovery!17",
2020-10-03,Get well we are praying for you guys1,
2020-10-03,"All your Patriots in the United States and the rest of the world will be thinking positive thoughts over and over again, that will send energy your way! Stay strong Sir, looking forward to your next video, virtual rally, and tweets. We POTUS!2",
2020-10-03,"Love President Trump & 1st Lady, Melania. Looking good sir!  1",
2020-10-03,Blessed is he who considers the poorThe Lord will deliver him in time of troubleThe Lord will preserve him and keep him aliveAnd he will be blessed on the earthYou will not deliver him to the will of his enemiesThe Lord will strengthen him on his bed of illnessPsalm 411,
2020-10-03,Don’t let any deep state doctors or nurses near u!!! God bless you and may God protect you.15,
2020-10-03, KEEP YOURWATCH &ANGELSOVER ,"['#GOD', '#TRUMPS78']"
2020-10-03,No one cares14,
2020-10-03,"Going welI, I think! Thank you to all. LOVE!!!1818.3121.4",
2020-10-03,Prayers for you and your family for a speedy recovery.GIF12,
2020-10-04,"In  time of need and possible illness, he honors God, thanks the medical professionals, appreciates the well-wishes he’s received from both sides, shows humor, & expresses his love for our country. Times like these reveal true .  is lucky to have ","['#POTUS', '#character', '#USA', '#Trump1']"
2020-10-04,We love you and the First Lady. Thank you for continually working hard for the American people and those around the world that need you. God Bless you sir. You are the greatest President we've ever had.1,
2020-10-04, you owe The Bidens and the American people an apology for putting our national treasure  at risk on Tuesday night. Apologize now!1,
2020-10-04," I don't live in the USA but I LOVE President Trump! May God bless him and take care of him, and may His countenance shine upon him and give him peace!!  Kayleigh McEnany2",
2020-10-04,We love you sir12,
2020-10-04,Make America great again again? 3,
2020-10-04,Great sight to behold Thank God every day for President TRUMP    20203,"['#Maga', '#KAG', '#CCOT']"
2020-10-04,Mark. The NYT is saying that you said the President is doing worse than reported and CBS is saying his situation is dire. Can you please clarify for us???????12,
2020-10-04,"Looks like you're doing quite well, Boss! Hope to see you and our wonderful  back to 100% soon! Much Love and BIG Bless to you! God Bless America! !Two-Smokes4",['#MAGA']
2020-10-04,May God Bless You And The First Lady President Trump.Thank You For All You’ve Done For The American People 5,
2020-10-04,"Mr. President, thank you so much for sending out this message and letting us see you. You can’t know how much it means to be able to see you and hear directly from you. My love to you and the First Lady. We need you to be well for so many reasons personal & political. ",['#MAGA20202']
2020-10-04,"Much love and many prayers for you Sir, and your family.  Thank you for all the hard work, and love you have for America.  Get well soon! 15",
2020-10-04,"God Bless you Sir. Praying for you, Melania, your family and your staff.13",
2020-10-04,So glad to see our President doing well!   17,['#WeLoveYou']
2020-10-04,we  you! stay strong GIF6,
2020-10-04,God Bless You With Most Love and Light Mr. President! We are ALL with you & the First Lady 4,
2020-10-05,Why am I see this mutant pig everywhere?1,
2020-10-05,Wear a mask! -me from the future1,
2020-10-05,What's it like to lose your mind? Asking for a friend18,
2020-10-05,We love you Mr President and have been and will continue to pray for you and FLOTUS....and your family! 3,
2020-10-05, is like my Woodworking...you can beat it and live through a hurricane and it still survives. 1,
2020-10-05,We love the USA and we love you! Praying for you and First Lady’s fast and full recovery! 1,
2020-10-05,Sad UK has to inform American citizens on the news.You should do something about that administratively FCC11,
2020-10-05,We LOVE you Mr. President!4,
2020-10-05, wishing you well Sir.  Dr Jacob Glanville PhD+ team of best. Has proven antibodies. Let them heal the world. humanity!1,
2020-10-05,We The People United under God infinitely Brn2Wander ****** TEXT TRUMP to 88022Who am I that the highest King Would welcome me I was lost but He brought me inOh His love for me Oh His love for me Who the Son sets freeOh is free indeed I’m a child of God Yes I amhttps://youtu.be/lKw6uqtGFfo  43,
2020-10-05,Must be a fever dream.19,
2020-10-05, for the human race please fund  proven antibodies per USAMRIID BARDA Dr. Jacob Glanville PhD/Scientist + team of best. Has solution to end crisis!1,
2020-10-05,"If you were any kind of LEADER, you'd create a video telling your ""fans"" to go home.  They are creating a nuisance outside a HOSPITAL where there are sick and dying patients.That is no place for your photo-ops!!Show some RESPECT for them!!24",
2020-10-05,What if God's name is wrong with you?111,
2020-10-05,Tweeting while intoxicated on psychoactive drugs is not wise. Since the debates your down another 10 points.22,
2020-10-05,"Please tell me what doctors in their right mind would let an ""alleged"" Covid-19 infected, crazy man run around the hospital ""visiting"" soldiers and first responders. Can you say malpractice! The insanity of this is out of control, that I can't believe Magat still defend!4337",
2020-10-05,"Father God, I lift our President & First Lady up to you now. Lord through your divine intervention and mighty healing continue to give them a full and successful recovery. Ease their burdens, symptoms, increase their physical strength and protect their hearts & minds in Christ.21",
2020-10-06,The level of swag is too much for one nation to handle6589,
2020-10-06,Hospital records show Trump weighs a svelte 322 lbs.  I thought it was more like 350lbs.8414,
2020-10-06,WE LOVE YOU 19,
2020-10-06,"when I described your administration as ""virulent"" I could never have known how literally true that was5",
2020-10-06,Love this.  Love you.  Be well!12,
2020-10-06,"Welcome home Mr. President. Now, let’s take down the deep state once and for all.7",
2020-10-06,We love you!5,
2020-10-06,LOVE YOU SIRGIF8972,
2020-10-06,Bring some oxygen. You look like you’re having breathing difficulties.15,
2020-10-06,The leader people need.1517188,
2020-10-06,"I don’t EVER want to hear people say how ‘selfless’ & ‘caring’ Trump is again. Not after he took off his mask WHILE BEING INFECTED WITH COVID, the minute he got to the White House! Don’t. Want. To. Hear. It!   ","['#SelfishTrump', '#VoteHimOut', '#SuperSpreader25']"
2020-10-06,Am I having deja vu? Didn’t you already tweet this earlier today?15,
2020-10-06,"You sad man. Enjoy this while you can, because on Nov 3 Republicans and Democrats are uniting to vote you out.8",
2020-10-06,Raise your hand if you think that Donald Trump needs to be removed from office immediately.2313,
2020-10-06,The People's House is now Trump's Plague House.Prayers of safety for the residence staff and all others who must work in close proximity to this madman.    ,"['#PlaguePOTUS', '#SuperSpreaderTrump', '#TyphoidTrump', '#COVIDiotInChief37']"
2020-10-06,"You see it in his wheezing. You see it in early voting, which favors Joe Biden. You see it in the vain attempts to garner attention from his broken sycophants gathered in a pathetic vigil outside his hospital room--a macabre combination of death watch and campaign rally.24",
2020-10-06,Twitter deleted 2 of your most recent tweets. I wonder why?610,
2020-10-06,"""Invincible hero"" . . . nobody truly confident needs to talk that way. How can a man who considers himself so successful, be SO insecure?!6361",
2020-10-06,"Good. No masks no social distancung in the white house from today on. You all build the ""Herd immunity"" you think is the answer. We'll wait.1321",
2020-10-07,"You blew it bigly, dude14",
2020-10-07," Says he wants to end negotiating with Dems on relief bill, however, he’s actually wanting Nancy to  and get serious about helping Americans and small businesses.  Until then, he’s done dealing with bailing out states who mismanaged tax payers money!11",['#wakeup']
2020-10-07,Just like obama said you can keep your dr.biden bs ,['#Trump2020Landslide12']
2020-10-07,Why would you pay a cent to criminals destroying what good ppl have built! No money to left states that allowed destruction!1,
2020-10-07,Nobody wants Covid infected president. You’re weak and scared because you can’t go out and campaign like Joe. Jealous much? 1,
2020-10-07,"Watch clip. Great job South Dakota! Cliff Maloney“Governor, if you hadn’t stood against the lockdowns, we’d have no proof of just how useless they really have been.”Is it normal to be standing alone in your office clapping at an online video?2.61.86.1",
2020-10-07,Please release them president Trump . Boris has gone rogue in the UK. He's spineless.2,
2020-10-07,"I wish you would stop with the ""us against them"" BS.  It completely inappropriate for the president of the UNITED States of America.2",
2020-10-07,Erratic behavior. Makes zero sense but ok.4,
2020-10-07,"The American tax payer doesn't want to pay to rebuild or bail out the disgusting democrat run cities who destroyed themselves in the name of TDS.  Let them all fail, you don't punish hard working, well run cities for the incompetence of progressive dumps that are broke.22",
2020-10-07,FALSE! Tens of millions are unemployed! Now the airlines and Disney laying off tens of thousands more!2,
2020-10-07,NEVER FORGET 2016 1- We took our lead for granted and didn’t go out to vote (and had no clue there was that many trumpmorons out there who would go) 2- we didn’t know Russia was rigging it in Florida NOW WE KNOW!!!!      SHOWS OVER FREAK!!!139,"['#Vote', '#FlushTheTurdNov3rd']"
2020-10-07,Trump is gonna kick ass!!! ,['#MAGA202012']
2020-10-07,You know nothing! Brain damage? Long term drug abuse? Numerous Personality Disorders? All of the above? Sociopath!!1,
2020-10-07,"""against fracking"" is a simpletons stance.Joe is also for worker retraining (JOBS!), green tech (JOBS!), and addressing the racism issue America has (it's not a race issue, it's racism that is the issue), hiring mental health professionals (JOBS!) to assist cops (JOBS!)1",
2020-10-07,They passed a bill that would help regular Americans and small businesses.  The Republicans refuse to even hold a vote on it and would prefer just bailing out corporations.1,
2020-10-07,"Stop tweeting it, get to work on helping all Americans. You stopping negotiations is hurting your republicans and hurting your vote in a month smh 2",
2020-10-07,"...also coming back in record numbers. We are leading the World in Economic Recovery, and THE BEST IS YET TO COME!2.22.511",
2020-10-07,"The Fed needing help isn't a good thing for us to hear, js.13",
2020-10-07,I'm in Pa and we have   signs everywhere!!! I even added three to my yard. We don't like you. We don't respect you. You're a boring clown.3,
2020-10-07,Metamucil Faced Trump desperately clings to his shriveling base- now down to the racists and anti-maskers.    ,"['#TrumpIsANationalDisgrace', '#TrumpIsNotWell', '#stimulus', '#BidenCares11']"
2020-10-07,"We understand Mr. President but many of us are in deep trouble out here. Whatever you can do sir, please.14",
2020-10-07,Everything you say mayor Giuliani is crystal clear. Keep well sir. Thank you.1,
2020-10-08,"Wow!!! NOW DO SOMETHING ABOUT THIS, THE BIGGEST OF ALL POLITICAL SCANDALS (IN HISTORY)!!! BIDEN, OBAMA AND CROOKED HILLARY LED THIS TREASONOUS PLOT!!! BIDEN SHOULDN’T BE ALLOWED TO RUN - GOT CAUGHT!!! GirlBotThe highest ranking members of the FBI , NSA and CIA were not only spying on Trump- They were trying to subvert his election win with  and a    4.97.115.4","['#FakeIntelligence', '#FakeInvestigation']"
2020-10-08,How does crime go up like that Mr. President? Could you be more specific about those details please.1,
2020-10-08," IF you would STOP and LOOK at Twitter Accounts, you will see PEOPLE have started Go Fund Me Accounts for Rent, Mortgage, Food, Prescriptions help! HOW in God's Name are you so disconnected from People? Was your upbringing SO different, you can not relate to 98% The Eagle Is Ascending21",
2020-10-08,This was a top 3 reason you got my vote in 2016. Glad to see it happening.23,
2020-10-08,"BABIES in cages; separated families!217,000 American Sisters & Brothers have died on your MISMANAGED COVID-19 WATCH!11",
2020-10-08,Is someone using a broom to put on your makeup? Lighten up you're only a couple of shades from blackface.3,
2020-10-08,Your blatant racism is showing again.14,
2020-10-08,I'm Canadian and I can tell you Trump is 100% correct. Trudeau brought in illegal migrants. The rich areas did not want them (not in my backyard) so they sent them to the suburbs (low cost housing projects). The suburbs property values have plummeted and gun crime has risen!1114,
2020-10-08,She needs to run for president.111,
2020-10-08,"Suburban woman here.... it didn’t work last twenty times you said it, not working now. Bye bye2",
2020-10-08,When I get to the point I can’t put my make up on any better than this it will be time for me to go to the memory care home.1,
2020-10-08,"You have the power to bring them all home NOW. Yet you still don't. Promise made, Promise not kept.1",
2020-10-08,News flash: crime already exists in the 'burbs and - get this - rural communities.1,
2020-10-08,"OMG, you mean, (black people)?I think you haven't really looked into what the suburbs actually look like these days.2",
2020-10-08,Great message11,
2020-10-08,"Did you just call anyone living in ""low income"" housing criminals  ?1",
2020-10-08,Good of you to mention your wife and all the others in your circle you infected and offer your caring thoughts for them.Oh. Wait a minute. You Didn't.1,
2020-10-08,"Just say White people!! That’s who you care about, that’s your base! So sad!!!1",
2020-10-08,He’s desperate to win back suburban women. But it turns out suburban women don’t like racists. Neither do the rest of us. ,['#BidenHarris2020ToSaveAmerica1']
2020-10-09,"President Trump you have the energy of a 50 year old man.I agree to protect the seniors . I hope you are feeling better. You are a Warrior. WIN, WIN, & WIN.12",
2020-10-09, is an embarrassment to the house and this country. She should resign immediately or be removed. She is literally insane.2,
2020-10-09, Hey did you see who was hanging with Joe & Kamala in Arizona today? The one and only Cindy McCain and her vote actually counts...  ,['#standdownandstandby1']
2020-10-09,Will it ever see the light of day ?Seems these ppl are untouchable...13,
2020-10-09,They are coming for your jobs your children your guns and your speech the economic soul of our country to   !!   ,"['#CommunistChina', '#WalkAwayFromDemocrats', '#DemocratsAreDestroyingAmerica', '#Trump2020', '#OperationMAGA']"
2020-10-09,The Great Rush?  The two-bit reality show host whose misled thousands of Republicans with lies and his ignorant mutterings.  Hey... Maybe he could be President.1,
2020-10-09,"You know they can’t vote, right?3120",
2020-10-09,"Even if that were true, and it,s not, who the fuck do you think you are to point the finger at ANYONE for lying?13",
2020-10-09,"Kamala Harris Lied Repeatedly and Got Away With It:Kamala Harris Lied Repeatedly and Got Away With It - Blunt Force TruthSenator Kamala Harris rambled through the debate lying about everything, from her call to ban fracking to Abraham Lincoln’s response to a Supreme Court vacancy. And she won’t be called on it or fact...bluntforcetruth.com1.62.77.6",
2020-10-09,"Democrats aren’t plotting to get Trump out, you fool!  It’s not necessary. Trump will be out of office soon in accordance with our Constitutional right to vote!12",
2020-10-09,"Puerto Rico hates you.  To be clear.  As America does.  Well, sane America.202143",
2020-10-09,Sure donnie.... People in Puerto Rico hate you.2,
2020-10-09,"Sir you are totally fuked. If anyone cared for you, they would intervene. Just think don, not one fken person in the world gives a fk about you. I mean, really cares about you! Isn't that sad?1",
2020-10-10,Documents reveal that General Flynn was entrapped! 2.45.518.4,
2020-10-10,NO BAIL OUTS FOR CORRUPT DEMOCRAT RUN CITIES OR STATES!The citizens voting for these corrupt politicians must feel the consequences of their choices or they will never learn.Let them vote in better politicians!24,
2020-10-10,We don’t want you here.  ,"['#SuperSpreader', '#TrumpIsNotWell11']"
2020-10-10,Through all the liberal BS I still stand with General Flynn. 416,
2020-10-10,"He pleaded guilty stop lying.In pleading guilty, Flynn said: “I recognize that the actions I acknowledged in court today were wrong, and, My guilty plea and agreement to cooperate with the Special Counsel’s reflect a decision I made.I accept full responsibility for my actions.”3215",
2020-10-10,"WE elect the 535 members of Congress. 435/100Speaker Nancy Pelosi is trying to take control of all of it, even who the President isWE elect the President, not herIf it ever gets to that point, we WILL NOT let her run our countryEVER ","['#25thAmendment', '#NancyPelosi', '#MAGA20202']"
2020-10-10, hacked and sealed his chance of never being unbiased tweeting with little man syndrome never trumper Anthony & worked with Biden before. Potus we see how and why they are picking these moderators. Go easy on Joe and double with Joe to go after you. It is not worth it1,
2020-10-10,"I'm sorry Sir, but I can understand complicated situations. Life is full of it. But, a case with a high ranking soldier, who's practically considered a war hero. Where his case is full of EVIDENCE of his innocence. Still in legal trouble no one can stablish justice?1",
2020-10-10,"Will be in Sanford, Florida on Monday for a very BIG RALLY!President Donald J. Trump Delivers Remarks at a Make America Great Again Event in Sanford, FLSign up for a FREE ticket TODAY!events.donaldjtrump.com3.53.411.4",
2020-10-10,VERY BIG SUPER COVID SPREADER EVENT!2,
2020-10-10,Where is your negative Covid test?112,
2020-10-10,Yawn.220,
2020-10-10,The FASTER Trump leaves the White House the sooner America will be safe.16,
2020-10-10,"If this Commission on Presidential Debates is federally funded, i want my money back!!!57",
2020-10-10,Horse Hockey. The man openly admitted his guilt. Prison for his treason.3,
2020-10-10,"""Racism is not dead, but it is on life support — kept alive by politicians, race hustlers and people who get a sense of superiority by denouncing others as 'racists.' "" - Thomas Sowell12152",
2020-10-10,"  ,   2  I can't wait for a President that tweets about stuff he's been briefed on and not opinion/propaganda pieces from right wing shock tv.7",
2020-10-10,"Whenever Trump chickens out or simply fails, he has to find someone else to blame. Think about it. The Commission is bi-partisan for a reason; to make it fair. Here we are with weeks to the election, and suddenly Trump has a complaint about bias? That’s .  ","['#pathetic', '#afraid', '#Weak1']"
2020-10-10,"IDIOT, watch  and see how well the actor played  and YOU, by the way! They got your  down perfectly, every wisp!!!! You aren’t much of a conversationalist, I might add! OH, Lordy there is a tape!1","['#MichaelFlynn', '#cottonCandyHair']"
2020-10-10,"You already fired him - the PAST does not MATTER... we care about the 213,000 Americans that have died due to your negligence. We care about out citizens facing eviction due to NO STIMULUS!!! You are not going to Win - bringing up the Past will NOT help you!!11",
2020-10-10,Soooooo he plead guilty because he got played or he was stupid and yet you wanted this fired General to be your National Security Advisor? Totally makes sense  1,
