date,text,hash_tags
2020-09-13,“Mail-Vote Madness in Pennsylvania - The swing state is heading toward an election crackup that could draw the entire country into a legal brawl.”. of Pennsylvania should not be allowed to defraud the PEOPLE of the UNITED STATES!Opinion | Mail-Vote Madness in PennsylvaniaThe swing state is heading toward an election crackup that could draw the entire country into a legal brawl.wsj.com4.81.23.3,
2020-09-13,God speed! 324,
2020-09-13,"On my way, Nevada!81.612.4",
2020-09-13,God bless both these men.1,
2020-09-13,I did more in 47 months as President than Sleepy Joe Biden did in 47 years! .7 0:02 / 1:10Team Trump (Text VOTE to 88022) 1.42.17.6,['#MAGA175']
2020-09-14,Trump caused current economic depression. ,['#TheTrumpDepression6']
2020-09-14,"When will  paint Black Lives Matter in front of his home? You know, to show respect1",
2020-09-14,Of course you didn’t ask for their statements.  How did I know you were gonna say that?1,
2020-09-14,Hahahahaha!  Poor baby doesn't like it that his words have come back to bite him in the heinie...2,
2020-09-14,"...And we’re not finished yet. All coming together like a highly complex, but beautiful, puzzle! Omri CerenYou guys gonna do a followup on this one? twitter.com/nytpolitics/st…2.49.23.4",
2020-09-14,"More harm to unity, morals, values, principles, integrity and telling the truth.  Oh yes, you definitely did more.1",
2020-09-14,Trump is as good of a strategist as he is being a man of GOD .... NOT!!!!2,
2020-09-14,"Gary is not one of ""them"". I know him. Great guy. Amen.325",
2020-09-14,You're never right. Anyone with an IQ over 10 and common sense criticizes you.15,
2020-09-14,YOU ARE LYING!  HE'S LYING EVERYONE!  THIS WILL NEVER HAPPEN!  HE IS RUNNING SCARED.  YOU WILL HEAR OF ALL KINDS OF THINGS HE WILL BE 'SIGNING'. NOTHING WILL BECOME OF IT EXCEPT SS AND MC.  THOSE WILL BE TAKEN DOWN!3,
2020-09-14,"Pres. Trump is an anomaly in a long line of presidents.  He cannot be bought, cannot be intimidated or leveraged, cannot be out-trumped! ",['#BestPeacePresidentEver452']
2020-09-14,They are the scum of the Earth.10,
2020-09-14,I think we should be very concerned with the Transition Integrity Project led by wealthy power hungry democrats and republicans who will stop at nothing to take  out of office. It’s scary what they are planning.  It’s a full on attack.  We can NOT let this happen!1611,
2020-09-14,Oh Whoa Is Me!This from one of your Losers!      .  ,
2020-09-14,You’re fu**ing insane.. Let’s focus on the fact that the US = 4.5% of the world population but 25% of the worldwide  deaths. You “played it down” and continue to “play it down”. The result of your incompetence is a prolonged economic catastrophe that didn’t need to happen12,['#COVID19']
2020-09-14, You were wrong. You are wrong. You will continue to be wrong. All of America criticizes you because you are wrong.  And dumb. Profoundly stupid and corrupt. Your only supporters are either stupid or corrupt. What an unholy combination.2,
2020-09-14,250000 all dead on Trump’s watch! Murderer!6,
2020-09-15,They did & you had them shot with rubber bullets and tear gas ,['#VoteBidenHarrisToEndThisNightmare26']
2020-09-15,"For a flag-hugging, (supposed) constitution-loving cockwomble, it’s incredible how often you forget that lovely little thing called the first amendment. 14",
2020-09-15,Is there just one day you don’t fucken whine about something ??? Shut up already and do your job that you have absolutely no clue on running !1,
2020-09-15,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State & Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! 9.21.36",
2020-09-15,Remember the words of The National Anthem during your first minute in solitary confinement.1,
2020-09-15,"The true price of freedom is respecting the freedom of your fellow citizens. Castigating Americans for actually using the freedom that we’ve sworn to uphold and defend is...silly. The right to protest is guaranteed, and that’s all there is to it.14",
2020-09-15,"Like at one of your covid spreaders... err I mean, rallies you mean?1",
2020-09-15,Don't you have a doctor's appointment now?14,
2020-09-15,Killing off his own Voter’s. Shows his mentality.2,
2020-09-15," is a disgrace! So disappointing! Will not watch until players can stand for our national anthem! If they kneel, they should open a bible in prayer for the blessing the good lord has bestowed upon them!1",
2020-09-15,"You should just resign, seriously, you’re killing Americans, and please know that no matter what, you are going to jail, whether it’s after this November, or in 4 years. You are going to JAIL.   ","['#WoodwardTapes', '#TrumpKnew', '#DonTheCon13']"
2020-09-15," tRump, Putin, and Un are psychotic!   is smart, compassionate, empathetic, presidential.2",['#TrumpIsUnwell']
2020-09-15,Should the millionaires & billionaires that donate to your campaign be ashamed of themselves? Or what of your sycophants at FOX should they be ashamed? You are such a hypocrite Donald.12,
2020-09-15,What a beautiful puzzle it is.Z147,
2020-09-15,My dog is more mentally fit than Biden.210,
2020-09-15,"Like a little kid, isn't he? A little psychopathic, authoritarian kid.2",
2020-09-15," for those that want student loan to be forgiven, how many a national program that would employee qualified graduates to commit 4 years service in law enforcement, the military, Teach for America, or the Border Patrol for total debt forgiveness? ",
2020-09-15, know you’re bringing this subject up?   Senator John CornynI’ve spent my career in the Senate fighting against child abuse and preventing the exploitation of our most vulnerable Texans.  twitter.com/JohnCornyn/sta…111,"['#TrumpIsARapist', '#TrumpIsNotWell트윗', '#CancelCuties']"
2020-09-15," you are not a scientist, you are chaos in orange paint.    The Washington PostOpinion: Climate change forces itself into the presidential race https://wapo.st/2FwBwNw12",['#ScienceDenierTrumpFires트윗']
2020-09-16,Good thing you were fully committed to the fires on the weary coast1,
2020-09-16,"Really, at your weight and age, you may want to consider healthy choices. We want to make sure you get to experience all prison has in store for you, criminal? ","['#WorstPresidentEver', '#TrumpLiedAmericansDied1']"
2020-09-16,Trump posing in front of food would make a great surrealist coffee table book (if coffee table books were still a thing)113,
2020-09-16,"Trump is absolutely going to win.  I was worried for awhile. Peace Agreements, Stock Markets.  Jobs are coming back. offers nothing but segregation.1",
2020-09-16," *South Carolina - Tell Sen. Lindsey Graham That Jamie Released His Taxes! Hey, How About Donald J. Trump? Thor Benson  11",
2020-09-16,"« Greater than Cyrus the Great » “President Trump will bring peace in the Middle East” Bible CodeSo it is written, so it is done! ",['#KAG11']
2020-09-16,Is that Pat's AND Geno's?3,
2020-09-16,Biden would never do that!3,
2020-09-16,Yummy! Philadelphia cheesesteak. 3,
2020-09-16,Please eat more than just 2!! PLEASE!4,
2020-09-16,"Good Luck Mr. PRESIDENT,“Lets do this thing, give it to um-   Dont forget to flex that suit! You got this,  got you!  We believe in you- Get um  2","['#OFFENSE', '#WTP']"
2020-09-16,"It’s like watching cartoon characters... the difference, Elmer Fudd has a higher IQ...14",
2020-09-16,We already know they are going to cut off half of your answers and edit the other half. Too bad you didn't do it as a Rally with questioners where it could be filmed and shown in its entirety by 13,
2020-09-16,Love that Philadelphia cheesesteak.718,
2020-09-16,Pass.  I have had enough of your babbling on and on and lying for the past four years.  I can not take another minute of hearing you whine about how your failures are everyone else's fault.14,
2020-09-16,"Yes I saw the ad, (Protect Our Troops) that you put out using RUSSIA FIGHTER JETS and MILITARY WEAPONS! Question; Who's troops are you protecting? the ad left me wondering!1",
2020-09-17," *Trump LIED LAST NIGHT!  Liar In Chief! We The People, Are Done With Trump's Lying! Evidence-based Suki twitter.com/ddale8/status/…11",['#TrumpLies']
2020-09-17,It is bad enough you lie for yourself. Let the honest candidate be exactly that ,['#TrumpLied200KDied11']
2020-09-17,America made a mistake too. They voted for Trump.1,
2020-09-17, you need to get rid of this clown immediately1,
2020-09-17," of all your people that were indicted and did time I believe Michael Cohen the most. His book is fabulous. And he has nothing to lose by telling the truth. youngallison63On CNN Cohen says he once heard Trumpy say re:Putin-""See it doesn't really matter who u vote 4; it just matters who counts the votes."" Says he idolizes Putin's takeover of an entire country~ Swears Trump will not leave office w/o a fight- will claim it's rigged & dump ballots!1",
2020-09-17,This is one thing sir that I will respectfully disagree with you over. The history of vaccines speaks volumes in & when you can find the information.12,
2020-09-17," BTW  ""Herd mentality"" is what non maskers in a Trump crowd do, ""herd immunity, a scientific term,  is what Sweden tried and miserably failed to contain Covid doing.      ","['#HerdMentality', '#HerdStupidity', '#HerdImmunity11']"
2020-09-17,You did abysmally--as expected.1,
2020-09-17,Name 3 teams in the big ten.2,
2020-09-17,That’s a lie.25,
2020-09-17,How much bleach did you add?1,
2020-09-17,"I'll let the MAGAt herd try it first, as a test of their loyalty to you.3",
2020-09-17,"much to the chagrin of the pandemocrats who would like to see more death and destitution, so as to blame it on the orange mantheyre fine with more fellow citizens dying..as long as it gets rid of drumpf3",
2020-09-17,But the Ukraine aid?  ,"['#Hypocrite', '#PelosiMustGo13']"
2020-09-17,You got horrible ratings cuz no one watched!127,
2020-09-17,Trump you and Republicans are “heartless”. The Democrats in the House passed the Heroes Act back in May the GOP Senators have not passed anything. This is why NO STIMULUS PAYMENTS to people who desperately need the money is available.34,
2020-09-17,I don't believe anything you say.14,
2020-09-17,Doctored video.3,
2020-09-18,"...egregious behavior, which is just the way they want it. This was not a mistake, it was done illegally and on purpose. We want Mike!Democrat Michigan Secretary of State Misprints Trump Ticket on Ballots for TroopsThe Michigan secretary of state misprinted the Trump line on ballots intended to be mailed to troops serving overseas. | Politicsbreitbart.com2.71.23.4",
2020-09-18,"I guess ur well versed in ""ELECTION INTERFERENCE by foreign countries"" since that's how you got into the WH in 2016! Yes it has caused ""massive choas and confusion"" Because you definitely were not elected! By the American people! Never have never will be! Please read responses!1",
2020-09-18,Just out! Former assistant of Pence and member of the tRump virus task force let’s the cat out of the bag on how you can’t stand your worshippers!1,
2020-09-18,Do you have a damn clue why vaccines take time?  Even an inkling of a clue?  Potential side effects on you.  ALL ON YOU.  You are already guilty of tens of thousands of American deaths.12,
2020-09-18, is losing across America. His campaign is broke. He couldn’t afford to fly anywhere if he weren’t using government resources. Pathetic!    ,"['#TrumpIsALoser', '#TrumpWantsToInfectUs', '#TrumpDeathToll200K', '#VoteBidenHarris20202']"
2020-09-18,Beautiful ceremony. With Dignity and Grace we stand with you in honour of those who serve truth and stand to uphold it. Thank you for all you have done and continue to achieve to forge a higher path and purpose Sir! We love you.24,
2020-09-18,Why isn't she being charged with voter fraud.  These Democrats have planned out all kinds of ways to cheat.  God help us.12,
2020-09-18,No. We're angry that you're still trying to murder Americans in ALL states11,
2020-09-18, ji Sir Introduce AI Farming Technology+Data Science+ Need And Demand Perspective Make America Greatest InFarmingAmerica Blessed With Good Agriculture Lands It Helps  ji To Make Hindusthan 10Trillion Economy Too.Hope You BothStillAreFellas Yahoo FinanceTrump to announce $13 billion in farm aid on Thursday: Reuters https://yhoo.it/2RPnZU911,
2020-09-18,"If Biden Wins, CHINA WINS. If Biden Wins, the mob WINS. If Biden Wins, the rioters, anarchists, arsonists, and flag-burners WIN. I am running for re-election to bring jobs and factories back to Wisconsin, to put violent criminals behind bars, and to ensure the future belongs...8.81.96.8",
2020-09-18,"No, we are not angry there is a vaccine.  It wont be ready for the public by November 3rd.Pfizer said maybe 10-31 then approval takes a few weeks. They will have 100000 vaccines and those would go to HC workers and some high risk. Others wait till 2021.1",
2020-09-18,And you registered to vote with the wrong address.Village I.D.I.O.T.15,
2020-09-18,"I’m confused, the military should have their ballots sent out by Friday, which is tomorrow. Somehow that is a disaster, yesterday. Don’t we need to wait until next week to see if they got them?3",
2020-09-18,"There is nothing good to trend about you.  We are still waiting: health care plan, punishment for Russia, who is confirmed as still interfering in the election, as well as had bounties on our soldiers. We are waiting for another check for assistance.. so that's what we're saying3",
2020-09-18,"Donald Trump is a tired old gas bag who is good at only one thing — whinning.As for the mid-East deal, Woodward's book was already done and published. Low ratings Trump is the one who is washed up as President. He's useless and done in November.2",
2020-09-19,3 years too late to make a difference. You still will lose.28,
2020-09-19,"Shut the actual BLEEP up. Seriously, no one cares.1",
2020-09-19,Shut up Goon.1,
2020-09-19, is absolutely killing it in MN! Just called out  and  for all the reasons we know but MSM ignores.I love this man!!! ,"['#BlackVotersForTrump', '#Trump2020Landslide12']"
2020-09-19,"Mr. President now that Justice Ginsburg has died your greatest battle has begun... We must re-elect You, keep control of the Senate & take back the Congress or our Constitutional Republic & Freedoms will be the next to die...13",
2020-09-19,".  We were put in this position of power and importance to make decisions for the people who so proudly elected us, the most important of which has long been considered to be the selection of United States Supreme Court Justices. We have this obligation, without delay!7.29.130",
2020-09-19,"I hope they use it correctly, without all the corruption.",
2020-09-19,"“When someone shows you who they are, believe them the first time.” ~Maya Angelou12",
2020-09-19,RESIGN now.2,
2020-09-19,It’s hysterical watching  throw Hail Mary’s.2,
2020-09-19,"He’s probably won more battles than you could even Fathom, & without cheating. He won’t be looking for a country to sneak away to in the middle of the night, fighting extradition the remainder of his life, & I doubt his assets will ever get frozen.4",
2020-09-19,"Mini Mike Bloomberg, after making a total fool of himself as he got badly beaten up by Pocahontas and the Democrats in the Primaries, is at it again. He tried to buy an Election and went away with a major case of Depression. Now he’s throwing money at the Dems, looking for a job!1.727.9",
2020-09-19,Trying to buy votes looks ugly.  You are 3 years too late with your FEMA $$24,
2020-09-19,"A conundrum. Either an error so egregious as to be unfit for office including the entire staff, or outrageous fraudulent cheating.34",
2020-09-19,Blatant bribery. How insulting to those of Puerto Rican heritage.19,
2020-09-19," : We 'Hindus' are increasingly feeling that the hate-filled Islamist mobs will be attacking us.I will hold U.S. accountable What is this...?  Sam Westrop1/ American Islamists have firmly set their sights on India. The Dallas-Fort Worth branch of the terror-tied Council on American-Islamic Relations (CAIR-DFW) is looking to hire interns to ""monitor the troubling rise of Hindutva activities in the U.S.""http://cairdfw.org/outreach/events-updates/128-hate-monitor-intern-hindutva-cair-tx-dfw?fbclid=IwAR3lq4Zv2AYevqLDTXGNWja_7WYPHzsKCGMnD0K6b3WjynatpcNhsyFvd-A…  11413",
2020-09-19,They go on true evidence... not lies !11,
2020-09-20," polled the audience, because he represents the people, and the Women won by a huge landslide. Brilliant RestlessGypsyHe's gonna pick a woman. Oh man, the show is getting interesting. How will those liberals handle that one. Epic congressional cat-fight scene coming up.GIF1",
2020-09-20,"A giant SCAM, and the Dems know it! Sara A. Carter  4.81.44.8",
2020-09-20,No.  is in place as is precedent. The next president will appoint the next justice. Don’t even think about it.2,['#MCCONNELLRULE']
2020-09-20," THE BOSS or more affectionately, BIG DADDY, has so much energy he puts OPEC to shame. Day after day, this man is incredible!1",
2020-09-20,"What was that about the “people who elected us”? You couldn’t even get a majority the first time. After this stunt, you won’t get it a second time.1",
2020-09-20,"The majority of Americans DID NOT ELECT you. Therefore the majority of Americans DO NOT support the far right, conservative agenda. God, can November 3 please hurry!!  ","['#BidenHarris', '#VoteBlueToSaveAmerica1']"
2020-09-20,"  Marquette Univ. survey results on Sat. showed 67% of adults believed the Senate should hold hearing with only 32% opposition. Similar numbers across GOP, Dems & independents, who supported holding confirmation hearings at 68-31%, 63-37%, and 71-28% respectively.1",
2020-09-20,From what I read yesterday you’re at 40% and nobody’s really been below 38% ever so that means you’re basically at 0% nobody likes you nobody wants you in our house. You should just pack your bags n run to Russia now while you still have a chance.1,
2020-09-20,"Yes, do it quickly !12",
2020-09-20,Please do.11,
2020-09-20,Amen2,
2020-09-20, just said about  before he came out to speak recently:  “They gave him a big fat shot in the ass. “. 1,
2020-09-20, should these be considered legitimate threats ? Especially by  what is he going to burn down exactly? Jay CarusoDo they really think these threats are helpful?111,
2020-09-20,So who wrote that? I’m sure is wasn’t DJT.13,
2020-09-20,Your falling in the polls so much that you will loose by election. Day2,
2020-09-20,President Trump is of for and by the people.Rallying for President Trump and VP Pence while supporting Law & Order in West Seneca NY today 9/19/201,
2020-09-20,No thanks! Alaska Chamber.71.45.6,['#AKFallForum20206']
2020-09-21,New England playing Seattle or Mark Levin? Seriously?  Ya'll having a seance? Heard Jean Dixon was trending.1,
2020-09-21, and our county board of election doesn't recommend mailing them in. They have a schedule set after October 6 to go to their office to vote. Telling us the we can vote November 3rd also at our precinct?11,
2020-09-21,"Bill Gates just talked about the poor job that the US did with preventing the spread of covid... he explained it quite well. Hope they cover the same issues with you, although expecting anything other than lies, is wistful thinking....5",
2020-09-21,Ordering us to “enjoy” an interview with you is like ordering us to enjoy liver and onions.1,
2020-09-21,"Have you ever heard of parler? You should go there, that's where your followers are.1",
2020-09-21,"Virtually nobody in Alaska gives a damn what Trump thinks, wants, or cares about.  They’re worried he will trade Alaska back to Russia.2",
2020-09-21,1,
2020-09-21,"  ,   2  Can't wait!!!  We love our POTUS!!!!13",
2020-09-21,"I never thought I’d live to see the day where democrat  politicians would brazenly engage in treason, sedition, libel, slander, fake documents and manufactured conversations to topple the best president in my lifetime...Time to start holding them accountable Mr. President...11",
2020-09-21,Little Donald is a blowhard without a healthcare plan or a plan to get COVID-19 under control.2,
2020-09-21,"I would rather have gangrenous nostrils with a tapeworm boring into my septum while having root canal surgery w/out anesthesia along with spiders placed in my hemorrhoids & being forced to wear leprosy infected polyester. So, NO. The thought of you is worse than radiation burns!13",
2020-09-21,We'll enjoy watching you struggle to read the teleprompter.43,
2020-09-21,"I met with the DOJ concerning the declassification of various UNREDACTED documents. They agreed to release them but stated that so doing may have a perceived negative impact on the Russia probe. Also, key Allies’ called to ask not to release. Therefore, the Inspector General.....9.31.44.9",
2020-09-21,Get rid of Donald J Trump.111,
2020-09-21,No thanks4,
2020-09-21,"I'll take my chances, pack your bags.4",
2020-09-22,https://twitter.com/henryhooddavis/status/1308178550084833280?s=21….         haha  release the kraken!    .1,
2020-09-22,I wonder how many more people your rallies will kill?2,
2020-09-22,This is the very coolest! I love to love ! Makes me proud!    ,"['#Trump2020LandslideVictory', '#VoteRedLikeYourLifeDependsOnIt', '#VoteEarly', '#WalkAwayFromDemocratsForeverGIF13']"
2020-09-22,The hypocrisy is truly mind blowing. The GOP will too ethics and morals to the side in order to fulfill their agenda. We need  and others to speak out against this!1,
2020-09-22,Everyone knows Trump hasn’t read a book in his life! He is barely literate.11,
2020-09-22, DEMOCRATS GONE APE Feinstein Released Altered FBI Documents posing as such a transparent honorable Senator.  is a Fraud like     ALL IN CAHOOTS TO KEEP THEIR MONOPOLY ON CORRUPTION ,"['#NancyPelosi', '#Biden', '#Schumer', '#Nadler', '#OhioForTrump', '#TrumpRallyOhio12']"
2020-09-22,"You shouldn’t work so hard. Everyone loves you, and you will have a landslide victory in Nov.   Trump 202014",
2020-09-22, a woman would be great but Leo Terrell would be awesome !  I’d love to see the Dems smear him and expose their hypocrisy.14,
2020-09-22,Please Lord get President Trump safely to the next rally in Toledo Ohio.4314,
2020-09-22,SO PROUD of President Trump!  TWO HUGE “protests” today because he LOVES us as much as  Please come to Alabama  !!!!  I have to make it to a  Thank you for all you do for US!,"['#WeLoveTrump', '#TrumpRally', '#GodBlessTrump26']"
2020-09-22,Wow those Craigslist and facebooks are are really bringing them in for your superspreaders. You should really pay them more for going without a mask.114,
2020-09-22,Wait. Who’s acting as president while all this tweeting is going on?2,
2020-09-22,The way democrats treated Kavanaugh resulted in 4 pat Senate seats.  +21,['#FillTheSeat']
2020-09-23,Hawking books keeping you busy? Because I am still waiting to read that beautiful health care plan of yours.2,
2020-09-23,So now that the courts are stacked with conservatives are you moderate (non cult worshippers) republicans now satisfied with the status quo and finally vote this unstable whack job out of office before he goes too far for even you?1,
2020-09-23,What pride do you have in this country when you've done everything to destroy it? Millions of Americans are unemployed and at risk of becoming homeless and hungry because you said the virus was a hoax. The blood of America is on your hands. America deserves better.1,
2020-09-23,Are these just transcripts of her interviews with you? How nauseating!1,
2020-09-23,Why do you insist tearing pieces of the progress made through the years? You are reverting accomplishments made through the years for what purpose? You continue to divide America instead of trying to let it heal . ,['#ResignNowTrump1']
2020-09-23, Someone just posted on Facebook that Biden has been wearing a earpiece when being interviewed etc..: Don’t allow him to have an earpiece in when you debate him. My birthday is the day of your debate with him! I can’t wait to see you debate him. 1,
2020-09-23," just so you know,  always swings their cameras and show the crowds at your “peaceful protests”! Give them a shoutout. 11",
2020-09-23,"Not as big as some of the other parades. We have cornfields instead of water. But small town Illinois s You!!! Enjoy!!!Log into Facebook | FacebookLog into Facebook to start sharing and connecting with your friends, family, and people you know.m.facebook.com1",
2020-09-23,"Looking forward to the day, you are cross examined in court..19",
2020-09-23,"How about the blue states stop paying federal taxes and just bail themselves out. If the red States are doing so well, they don't need blue state money. Right?11",
2020-09-23,Safe Travels Mr. President! 6,
2020-09-23,"On my way to Pennsylvania, see everyone soon!  White House 3.28.14.3",['#MAGAThe']
2020-09-23,Truth is kryptonite to Republicans.114,
2020-09-23,Don’t worry this will be the largest turnout in history and the more people the worse for you13,
2020-09-23,The so-called POTUS is once again admitting that he only cares about Republican states.1118,
2020-09-23,Really pushing it can't wait to see president Biden wupp your azz313,
2020-09-23,I would suggest these books.  The Liddle’est President might be a book you won’t need someone to read to you.1111,
2020-09-23,"As long as you are in office, there is no pride in country, only shame.1",
2020-09-24,These baseless factless exaggerated statements are an embarrassment to  but so so typical. Constant deceit and distraction. 2,
2020-09-24, President Trump will go down in history as the best President ever!  THANK YOU PRESIDENT TRUMP!11,['#KAG2020TRUMPVICTORY']
2020-09-24,Just heard about your son .  It's about to get real interesting now!  ,"['#CrookedTrump', '#WheresEric2']"
2020-09-24,LAW & ORDER!4.5524.1,
2020-09-24,Southern Florida is a lock.  ,['#4MoreYears2']
2020-09-24,Your 7 minutes of your rhetoric is the best 7 minutes of a snake oil salesmen I’ve ever seen. You are a smooth operator DJT! Too bad your personal lifestyle doesn’t live up to your rhetoric! There’s too much toxicity in your administration to make up for SOME of your positivity!1,
2020-09-24,"Now I have to fact check whether there's an actual 'bay of pigs vets assoc.',  and if so,  I have to contact them and give them hell.   Trump and his administration IS the bay of Pigs.412",
2020-09-24," should just hand over all the operations of Covid and let's see what this genius   can do with it CHIZIf Joe Biden has all the answers on Coronavirus, why didn’t he share them with President Trump to save American lives?1",
2020-09-24," I lost this , blown off my head in the middle of Hurricane Sally.  Three days later my dad found it 2 streets over. I was so upset when I lost it, but now I'm proudly wearing it again with some wear and tear but I love it and Pres. Trump1",
2020-09-24,What a load of crap.16,
2020-09-24,"You don't run with the good folks, donald.3",
2020-09-24,More trump kkk clan members have contracted the trump virus including Missouri Governor Mike Parson.4,
2020-09-24,"Will you please do something with that neck, put a maxi pad or something over it115",
2020-09-24,She sounds just like John.The McCain's must have lost huge $$ betting against ,['#AmericaFirst21']
2020-09-24,HITLER 123,
2020-09-24,I know someone who left Cuba in 60s with her family. She says everything you’re doing is same as what Castro was doing. You’re the one going down Communist path. You’re Putin’s puppet.14,
2020-09-24,"Uncaring and determined to undermine the Democratic governor, the conservative state Court agreed with the Republicans and ordered on-site voting, which could have led to surge in infections. Not done, several weeks later.A Trump Puppet!22",
2020-09-24,  Google Translate: “Kamala” means horrible in Finnish ,['#KAGA2020106551']
2020-09-25,"  ,   2  Coronavirus likes this.4",
2020-09-25,Why is Wray still there? ,['#DrainTheSwamp3']
2020-09-25,"  ,   2  “VOTE HIM OUT! VOTE HIM OUT!”3",
2020-09-25,Democrats are Rigging our 2020 Election!2.43.37.7,
2020-09-25,"Russian Mob Boss gave Trump billions to bail him out of bankruptcies. This on top of all the other money he received by abusing the emoluments clause, stealing from his campaign fundraising, etc while he's P. Crooked and evil as can be, but Fake Republicans protect him.3",
2020-09-25,"No! You’re not doing any of that, dictator wannabe. Btw looks like the senate is backing up a peaceful transition oh power when you lose. Haha!1",
2020-09-25,TRUMP KNOWS...he always knows!225,
2020-09-25, Wow!  How special is she  Liz Wheeler69.4 0:05 / 2:1823,
2020-09-25,Are you really the stupid or do you think we are?  The ACA (the law of the land) ALREADY covers pre-existing conditions. You and your GOP enablers are fighting against pre-existing conditions before the SCOTUS. ,['#LiarInChief2']
2020-09-25,"Better share some money with Lindsey, he is on Fox begging for it.29",
2020-09-25,"  ,   2  It's disturbing that you take such delight in crowds of people not practicing social distancing, when you just a few days told a reporter that they were too close and to back up. You clearly know how important social distancing is yet you encourage others not to do it.4214",
2020-09-25,If you are referring to the position of your head relative to your ass I quite agree.115,
2020-09-25,Tell your murderous thugs and Nazi goons. ,['#TrumpsAmeriKKKa2']
2020-09-25,You are so insanely ridiculous113,
2020-09-25,Fraud & Bankruptcy4,
2020-09-25,"  ,   2  Really? No chants of                           ","['#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#VoteHimOut', '#VoteTrumpOut', '#BidenHarris2020610']"
2020-09-25,Up BIG in South Carolina!12.113.9,
2020-09-25,"How is the crooked tax thing you have going on going?  How   scandal going?Have you chosen which prison you do 'not' want to go to? 200,000 PLUS people have died from Covid-19 because of your incompetence.","['#BidenHarrisToSaveAmerica', '#JoeBidenKamalaHarris202011']"
2020-09-25,"  ,   2  Florida gal here!  This tweet is Fake News!212",
2020-09-25,VOTETHEFUCKEROUT3,
2020-09-26,"Put me at the end of that list also. As you know everybody says that you, donald, can’t be trusted. So a vaccines approval rushed by your administration, especially if it’s before the election, should be viewed as suspicious. ",['#buyerbeware3']
2020-09-26,New York was hit hard because travel from Europe wasn’t stopped. tRump knew how bad it was and failed to warn the public or give the governors time to prepare. We could have gotten a jumpstart on PPE and ventilators.  tRump was golfing and holding rallies. ,['#TrumpVirus11']
2020-09-26,"America will be very happy if that vaccine is tested on Trump & a host of  frauds. It's not just  that won't be taking the vaccine, 60% of Americans won't be taking the vaccine too.3 days ago Trump called the  heavily politicized, today he wants NY to trust them.1",['#NewYork']
2020-09-26,"THANK YOU VIRGINIA! :31Team Trump (Text VOTE to 88022)LIVE: President Donald Trump in Newport News, VA .tv7.628","['#MAGA6', '#Virginiapscp']"
2020-09-26,"Mr President: Re SCOTUS pick-Check out Robert Barnes' concerns about Amy Coney-Barrett being another Wray, Mueller, Roberts being foisted upon you- be careful- see Info Wars interview.1",
2020-09-26,"Good for Cuomo! One day he will run for President & he's got my vote when that day comes! You'll still be in prison with a matching jumpsuit! But for now, Biden is gonna beat you very very soon, very very badly. Like no one has ever seen before. ",['#TrumpForPrison20203']
2020-09-26,False and this coming from someone who scammed students at Trump University When they took classes in Real estate1,
2020-09-26,"Speaking of nursing homes, how about you ask  why she did NOTHING to protect the residents in the one in Elizabethtown NY? Both staff and residents are infected with COVID19 and the death toll there is going up? We have an outbreak while she poses with cops.12",
2020-09-26,"All jokes aside, there better be some arrests made shortly... and not just the little pawns either. They better be arresting from the top on down! Drain that swamp until it becomes a desert!2",
2020-09-26,tell Barr to arrest them NOW please!!!!16,
2020-09-26,so no need to keep Reality Winner locked up then..  ,"['#freeRealityWinner', '#realityWinner1']"
2020-09-26,Twitter is clearly interfering with this election  4,
2020-09-26,"Honestly Sir this will be the one time I would agree with that murderous thug Cuomo. I will not take a vaccine. Not for a virus that I have a 99.5% chance of surviving.Seems to be a bit of over-KILL But hey, let others die from the vaccine. Its still a free country.12222",
2020-09-26,"Trump has been America’s DISASTERHe’s without doubt a profoundly damaged human being with no true understanding of his capacities, his emotions, his ignorance, his job or the fundamentals of human decencyHistory will record & remember him as the WORST President in US history!1",
2020-09-26,"How many intelligence, military, frmr aides, frmr EVERYTHING in your admin have spoken out against your leadership?! That speaks volumes.1",
2020-09-26,"SCOTUS sit 1 wk after Election to decide the fate of ACA and133 mill with pre existing conditions21 mill on ACA12 mill on Medicade800,000 with Opioid addictionsand they will all lose their coverage under Republican stooges in SCOTUSIN A PANDEMIC14",
2020-09-26,That's right! 11,
2020-09-26,People are saying you bought your vaccine from Russia1114,
2020-09-26,"Governor Cuomo is everything you’re not, which is a great thing. Donnie is jealous!19",
2020-09-27,China Virus Cover-up: Dr. Li-Meng Yan discusses how the Chinese communist regime covered up the origins of the deadly China Virus.   :2628.6 Lou Dobbs 33,"['#MAGA', '#AmericaFirst', '#Dobbs5']"
2020-09-27," * 7 MILLION CASES IN USA FROM COVID-19, ALL ON TRUMP'S FAILURES! 205,000 DEATHS IN USA! onahunttoday11",
